date,JNJ,HD,INTC,AMD,MU,NVDA,TSM
2013-01-24,41.9714,67.35,20.95,2.79,7.83,12.19,17.81
2013-01-23,41.9359,66.46,21.11,2.73,7.78,12.13,18.27
2013-01-22,41.7852,65.75,21.17,2.45,7.84,12.11,18.16
2013-01-18,41.6079,65.47,21.25,2.46,7.885,12.17,18.14
2013-01-17,41.1115,65.05,22.68,2.74,7.81,12.25,18.26
2013-01-16,40.234,63.86,22.11,2.72,7.67,12.09,17.8
2013-01-15,40.2163,63.95,21.88,2.68,7.6,11.98,17.89
2013-01-14,39.9681,63.48,21.999000000000002,2.64,7.6,12.2,18.01
2013-01-11,39.8085,63.7,22.0,2.67,7.54,12.21,18.15
2013-01-10,39.7553,63.62,21.8,2.62,7.42,12.23,18.18
2013-01-09,39.2944,63.17,21.45,2.63,7.31,12.21,17.54
2013-01-08,39.5603,63.22,21.09,2.67,7.23,12.4915,17.54
2013-01-07,39.2767,62.8412,21.25,2.67,7.18,12.77,17.7
2013-01-04,39.3299,63.18,21.16,2.59,6.96,13.15,17.96
2013-01-03,39.0019,63.3,21.32,2.49,6.8998,12.73,18.09
2013-01-02,39.0994,63.48,21.38,2.53,6.63,12.72,18.1
2012-12-31,37.8939,61.85,20.62,2.4,6.34,12.26,17.16
2012-12-28,37.2911,60.65,20.23,2.28,6.13,12.1,17.13
2012-12-27,37.3709,61.07,20.51,2.39,6.22,12.16,16.98
2012-12-26,37.5836,61.14,20.65,2.43,6.175,12.24,16.92
2012-12-24,38.3282,61.57,20.64,2.48,6.23,12.25,16.93
2012-12-21,38.4789,61.32,20.765,2.59,6.32,12.35,16.95
2012-12-20,38.8689,61.97,21.0293,2.4,6.79,12.64,17.1
2012-12-19,38.5144,61.77,21.1,2.52,6.82,12.65,17.09
2012-12-18,38.5764,63.0,20.96,2.52,6.7,12.56,16.98
2012-12-17,38.7537,63.31,20.57,2.46,6.605,12.535,16.94
2012-12-14,38.0269,62.06,20.5267,2.3904,6.85,12.59,16.95
2012-12-13,38.2662,62.41,20.49,2.41,6.66,12.53,17.11
2012-12-12,38.6385,62.93,20.67,2.37,6.7099,12.52,17.06
2012-12-11,38.7271,62.89,20.65,2.33,6.77,12.65,17.19
2012-12-10,38.0712,63.04,20.08,2.32,6.67,12.36,16.88
2012-12-07,38.1155,64.45,20.155,2.36,6.435,11.955,17.03
2012-12-06,38.7094,64.34,20.16,2.34,6.41,11.98,17.05
2012-12-05,39.3653,64.02,19.85,2.29,6.18,11.9602,16.96
2012-12-04,39.4894,64.24,19.9694,2.26,6.035,12.095,16.75
2012-12-03,39.5692,64.98,19.54,2.36,5.93,11.75,17.08
2012-11-30,39.7731,65.07,19.565,2.2,5.965,11.97,17.27
2012-11-29,39.3299,64.24,19.53,2.04,5.91,12.04,17.13
2012-11-28,39.7819,64.83,20.09,1.96,5.77,12.26,16.9
2012-11-27,40.4024,64.16,19.93,1.88,5.68,12.155,16.83
2012-11-26,40.7127,64.67,19.885,1.87,5.695,12.105,16.62
2012-11-23,40.757,64.82,19.72,1.95,5.68,11.9,16.84
2012-11-21,40.7747,64.09,19.36,1.87,5.52,11.82,16.26
2012-11-20,40.8102,63.82,19.5132,1.88,5.555,11.49,16.25
2012-11-19,40.6861,63.33,20.25,1.92,5.535,11.6983,16.34
2012-11-16,40.4733,62.12,20.19,1.86,5.47,11.38,16.19
2012-11-15,39.5781,61.25,20.03,1.87,5.47,11.59,16.05
2012-11-14,39.5337,61.47,19.96,1.93,5.555,11.54,15.915
2012-11-13,39.4628,63.38,20.28,2.09,5.74,11.83,16.18
2012-11-12,39.1615,61.16,20.765,1.99,5.565,11.915,16.445
2012-11-09,39.8174,60.96,20.8,2.03,5.62,12.19,16.36
2012-11-08,39.5603,60.86,20.83,1.98,5.69,12.68,16.13
2012-11-07,40.101,61.99,20.91,2.01,5.91,12.6098,16.17
2012-11-06,40.5974,62.62,21.73,2.07,6.09,13.01,16.2
2012-11-05,40.1985,62.38,21.8391,2.11,5.84,13.02,15.88
2012-11-02,40.4999,62.02,22.06,2.1,5.71,12.49,15.77
2012-11-01,41.4572,62.26,22.26,2.14,5.785,12.55,16.11
2012-10-31,41.927,61.38,21.63,2.05,5.425,11.975,15.9
2012-10-26,41.7852,60.04,21.95,2.07,5.47,12.05,15.5
2012-10-25,41.8827,60.48,21.69,2.12,5.69,12.18,15.38
2012-10-24,41.8295,61.28,21.46,2.08,5.17,12.17,15.15
2012-10-23,41.4838,61.75,21.59,2.14,5.41,12.33,15.22
2012-10-22,41.7941,62.04,21.46,2.1,5.44,11.97,15.33
2012-10-19,42.2107,61.89,21.265,2.18,5.45,12.105,15.22
2012-10-18,42.911,61.8,21.67,2.62,5.65,12.86,15.55
2012-10-17,43.3364,61.39,21.79,2.77,5.78,13.06,15.6
2012-10-16,42.7957,60.86,22.35,2.68,5.78,13.1598,15.45
2012-10-15,42.4057,60.65,21.73,2.75,5.72,12.79,15.29
2012-10-12,42.3702,59.56,21.4803,2.74,5.67,12.63,15.12
2012-10-11,42.5032,59.01,21.68,3.2,5.75,12.74,15.03
2012-10-10,42.6007,59.74,21.76,3.15,5.76,12.67,15.12
2012-10-09,43.1503,60.95,21.9,3.25,5.755,12.89,15.36
2012-10-08,43.496,61.88,22.51,3.19,5.847,13.17,15.53
2012-10-05,43.7796,63.2,22.68,3.22,5.89,13.3,16.07
2012-10-04,43.5314,61.74,22.465,3.22,5.875,13.62,16.16
2012-10-03,43.2832,61.77,22.55,3.12,5.84,13.035,16.05
2012-10-02,42.6362,60.33,22.84,3.27,5.84,13.17,16.0
2012-10-01,42.6184,60.57,22.755,3.28,5.77,13.115,15.9
2012-09-28,42.8223,60.37,22.655,3.37,5.98,13.34,15.82
2012-09-27,42.5741,59.88,23.085,3.43,6.015,13.275,15.6
2012-09-26,42.3702,59.17,22.645,3.32,5.94,13.18,14.99
2012-09-25,41.7586,59.72,22.535,3.28,6.105,13.41,14.8
2012-09-24,42.3791,59.39,22.795,3.46,6.255,13.66,14.83
2012-09-21,41.7586,59.42,23.125,3.6,6.36,13.665,14.8
2012-09-20,41.6434,59.28,23.1788,3.59,6.45,13.61,14.8
2012-09-19,41.5813,59.47,23.15,3.66,6.65,13.71,15.04
2012-09-18,41.4484,58.86,23.37,3.62,6.48,13.55,15.09
2012-09-17,41.6434,58.91,23.31,4.01,6.57,13.46,14.99
2012-09-14,41.7409,59.46,23.37,3.9,6.7,13.84,15.36
2012-09-13,41.6257,58.3,23.355,3.92,6.6,13.675,15.03
2012-09-12,41.0495,57.05,23.19,3.89,6.47,13.59,14.97
2012-09-11,40.9077,56.72,23.34,3.75,6.36,13.44,14.92
2012-09-10,40.6861,57.3,23.26,3.47,6.41,13.28,14.7
2012-09-07,40.5531,57.26,24.19,3.45,6.42,13.4,14.51
2012-09-06,40.4024,57.65,25.095,3.66,6.675,13.73,14.41
2012-09-05,39.7819,56.54,24.39,3.51,6.19,13.32,14.18
2012-09-04,39.8883,56.79,24.415,3.64,6.09,13.275,14.38
2012-08-31,39.4717,56.75,24.83,3.72,6.21,14.03,14.7
2012-08-30,39.4451,56.62,24.27,3.7,6.18,14.05,14.25
2012-08-29,39.6667,56.84,24.668000000000003,3.77,6.2,14.32,14.35
2012-08-28,39.4185,56.53,25.0,3.79,6.2,14.29,14.31
2012-08-27,39.5958,56.67,24.84,3.85,6.23,14.35,14.38
2012-08-24,39.5249,56.96,24.91,3.94,6.3,14.6,14.37
2012-08-23,39.2944,56.55,25.04,3.9,6.255,14.305,14.33
2012-08-22,39.4362,56.64,25.73,4.01,6.32,14.64,14.4
2012-08-21,39.4451,56.32,26.11,4.07,6.46,14.61,14.65
2012-08-20,39.3565,56.57,26.23,4.09,6.49,14.65,14.5
2012-08-17,39.2678,56.73,26.33,4.1,6.57,14.65,14.4
2012-08-16,39.4717,56.31,26.59,4.17,6.61,14.78,14.45
2012-08-15,39.3299,55.0,26.27,4.19,6.49,14.48,14.42
2012-08-14,39.3299,54.71,26.48,4.12,6.55,14.59,14.4
2012-08-13,39.3919,52.82,26.69,4.26,6.715,14.81,14.31
2012-08-10,39.6667,53.06,26.88,4.34,6.76,14.620999999999999,14.49
2012-08-09,39.5781,53.15,26.7,4.37,6.81,14.71,14.33
2012-08-08,39.5692,52.79,26.6,4.4,6.89,14.23,14.09
2012-08-07,39.7376,52.4,26.5,4.02,6.82,14.15,14.17
2012-08-06,39.8794,52.0,26.31,4.01,6.57,14.01,14.24
2012-08-03,39.6401,52.29,26.23,4.09,6.33,13.72,14.18
2012-08-02,39.0374,51.39,25.91,3.97,6.16,13.44,13.87
2012-08-01,39.6047,51.68,25.93,4.05,6.27,13.39,13.88
2012-07-31,39.454,52.18,25.7,4.06,6.21,13.54,13.97
2012-07-30,40.1985,53.25,25.76,4.1,6.11,13.33,13.49
2012-07-27,40.172,53.71,26.02,4.09,6.275,13.475,13.68
2012-07-26,38.6473,52.91,25.5,4.04,5.955,13.15,13.36
2012-07-25,38.2219,51.07,25.13,4.01,5.84,13.09,13.01
2012-07-24,38.4346,51.17,25.005,4.06,5.725,12.84,12.91
2012-07-23,38.9576,50.96,25.26,4.15,5.62,12.98,12.78
2012-07-20,39.0551,50.7,25.52,4.22,5.825,12.805,12.65
2012-07-19,39.0905,50.96,26.06,4.86,5.775,13.185,12.86
2012-07-18,39.0019,50.91,26.21,4.89,5.84,13.06,13.14
2012-07-17,38.8689,50.72,25.38,4.87,5.77,12.37,12.69
2012-07-16,38.4789,51.45,25.13,4.83,6.0,12.595,12.67
2012-07-13,38.3726,52.09,25.25,4.9,6.13,12.555,12.89
2012-07-12,38.0534,51.55,24.74,4.88,6.13,12.4,12.8
2012-07-11,37.5216,51.67,25.39,4.89,6.21,12.61,13.15
2012-07-10,37.4596,52.22,25.56,4.99,6.16,12.82,13.28
2012-07-09,37.7609,52.12,26.17,5.62,6.49,13.22,13.5
2012-07-06,37.9205,52.15,26.155,5.75,6.715,13.4,13.5
2012-07-05,38.0357,52.11,26.55,5.88,6.81,13.66,13.65
2012-07-03,38.1155,51.65,26.86,6.03,6.89,13.8,14.44
2012-07-02,37.8762,53.01,26.665,5.75,6.55,13.445,14.27
2012-06-29,37.5039,52.99,26.65,5.73,6.31,13.82,13.96
2012-06-28,36.8302,51.69,25.83,5.41,5.97,13.24,13.44
2012-06-27,36.8036,51.55,26.22,5.5,5.72,13.14,13.54
2012-06-26,36.5554,51.88,26.005,5.44,5.63,12.73,13.31
2012-06-25,36.8302,51.52,26.05,5.41,5.59,12.59,13.38
2012-06-22,37.7521,52.02,26.935,5.73,5.74,12.995,13.83
2012-06-21,37.5039,51.26,26.71,5.72,5.645,12.835,13.575
2012-06-20,38.5853,52.83,27.64,6.06,6.12,13.45,14.13
2012-06-19,38.9842,52.97,27.51,5.81,6.1,13.235,14.11
2012-06-18,38.4966,52.32,27.42,5.93,5.94,12.4,13.96
2012-06-15,38.0357,51.87,27.34,5.87,5.89,12.29,13.67
2012-06-14,37.5482,52.16,26.98,5.76,5.755,12.03,13.47
2012-06-13,37.2645,50.97,26.54,5.76,5.855,12.18,13.55
2012-06-12,37.2734,52.24,26.52,5.91,5.92,12.51,13.7
2012-06-11,36.5111,51.35,25.985,5.69,5.705,12.26,13.41
2012-06-08,36.5909,52.35,26.41,5.91,5.88,12.12,13.46
2012-06-07,36.6263,51.24,25.94,5.76,5.67,11.89,13.54
2012-06-06,36.6263,50.6,26.07,6.02,5.75,12.39,13.5
2012-06-05,35.5981,48.92,25.43,5.825,5.595,12.065,13.21
2012-06-04,35.0042,48.76,25.04,5.63,5.39,11.73,13.02
2012-06-01,35.3676,47.96,25.14,5.73,5.45,11.98,13.06
2012-05-31,36.7815,49.34,25.84,6.08,5.84,12.43,13.73
2012-05-30,36.879,49.71,26.13,6.15,5.99,12.57,13.93
2012-05-29,37.5349,49.78,26.09,6.46,6.12,12.72,14.15
2012-05-25,37.0518,49.44,25.74,6.22,5.96,12.4,13.98
2012-05-24,37.0784,49.71,25.65,6.02,5.74,12.11,13.96
2012-05-23,36.7017,48.74,25.44,6.08,5.75,12.44,14.08
2012-05-22,37.3089,48.26,26.03,6.16,5.71,12.14,14.4
2012-05-21,37.0296,47.61,26.15,6.3,5.78,12.29,14.42
2012-05-18,36.1521,47.05,26.07,6.01,5.625,12.08,14.28
2012-05-17,36.418,47.02,26.19,6.13,5.95,12.65,14.7
2012-05-16,37.3443,48.77,26.495,6.39,6.15,12.735,14.92
2012-05-15,37.3886,48.67,26.88,6.6,6.02,13.0,14.79
2012-05-14,37.4994,49.88,27.015,6.75,6.21,13.13,15.08
2012-05-11,38.3149,50.34,27.63,6.78,6.36,13.21,15.39
2012-05-10,38.4346,50.62,27.24,6.78,6.29,12.42,15.39
2012-05-09,37.7831,50.11,27.19,6.86,6.36,12.51,15.13
2012-05-08,38.0269,50.62,27.37,7.03,6.24,12.46,15.16
2012-05-07,38.2662,51.39,27.76,7.18,6.5,12.47,15.42
2012-05-04,38.3903,51.96,27.9,7.18,6.55,12.26,15.44
2012-05-03,38.3726,52.47,28.56,7.41,6.47,12.63,15.7
2012-05-02,38.3814,52.71,29.18,7.63,6.82,12.85,16.1
2012-05-01,38.4612,52.32,28.95,7.59,6.68,13.23,15.53
2012-04-30,38.0667,51.79,28.395,7.36,6.59,13.0,15.58
2012-04-27,37.8895,51.95,28.38,7.33,6.57,12.98,16.15
2012-04-26,37.6546,51.87,28.22,7.45,6.6,13.09,15.82
2012-04-25,37.3886,51.91,27.86,7.39,6.52,13.08,14.91
2012-04-24,36.6485,51.23,27.31,7.31,6.51,12.82,14.86
2012-04-23,36.4225,51.1,27.45,7.39,6.63,13.23,14.89
2012-04-20,36.7105,51.46,27.6,7.76,6.64,13.39,15.11
2012-04-19,35.8729,51.56,27.69,7.97,7.005,13.655,15.25
2012-04-18,35.8685,51.81,27.95,7.97,7.07,13.87,15.28
2012-04-17,35.9394,52.03,28.47,7.94,7.24,14.02,15.21
2012-04-16,35.4563,51.69,28.405,7.7,7.115,13.99,15.1
2012-04-13,35.5538,50.96,28.09,7.73,6.96,14.16,15.1
2012-04-12,35.6646,50.63,28.48,7.92,7.145,14.68,14.92
2012-04-11,35.6956,49.75,27.85,7.64,7.165,14.34,14.79
2012-04-10,35.1726,49.36,27.45,7.53,7.15,14.16,14.62
2012-04-09,35.7577,50.58,27.76,7.75,7.35,14.44,14.86
2012-04-05,35.9438,50.62,28.07,7.87,7.59,14.63,15.24
2012-04-04,35.8773,49.85,27.93,7.81,7.66,14.65,15.0
2012-04-03,36.2984,50.0,28.11,7.98,7.99,15.08,15.22
2012-04-02,36.1698,49.99,28.38,8.2,8.095,15.33,15.4
2012-03-30,36.192,50.31,28.115,8.02,8.095,15.395,15.28
2012-03-29,36.2939,49.91,28.16,8.12,8.42,15.23,15.08
2012-03-28,36.2673,49.91,27.8,8.08,8.64,15.16,15.18
2012-03-27,36.5155,50.04,28.19,8.19,8.575,14.82,15.37
2012-03-26,36.6086,50.13,28.19,8.24,8.25,14.72,15.38
2012-03-23,36.4225,49.54,27.875,8.09,8.4,14.545,14.99
2012-03-22,36.1299,49.68,27.895,8.03,8.71,14.44,15.03
2012-03-21,36.4668,49.79,27.775,8.04,8.74,14.46,15.21
2012-03-20,36.7105,49.38,27.75,8.06,8.57,14.4,14.94
2012-03-19,36.808,48.83,27.74,8.18,8.63,14.64,15.16
2012-03-16,36.7194,49.05,27.73,8.2,8.82,14.6,14.79
2012-03-15,37.0385,49.2,27.75,8.25,8.83,14.58,14.94
2012-03-14,37.1892,49.47,27.46,7.76,8.58,14.365,14.81
2012-03-13,37.6767,49.14,27.49,7.76,8.49,14.79,14.87
2012-03-12,37.4463,48.59,26.985,7.5,8.08,14.585,14.4
2012-03-09,36.9011,48.1,27.07,7.58,8.33,14.82,14.6
2012-03-08,36.6086,47.82,26.84,7.47,8.16,14.855,14.61
2012-03-07,36.4845,47.39,26.91,7.17,8.09,14.81,14.4
2012-03-06,36.582,46.39,26.605,6.9,8.0,14.72,14.16
2012-03-05,36.8391,47.39,26.54,7.07,8.2,14.86,14.33
2012-03-02,36.6928,47.41,26.915,7.46,8.645,15.38,14.59
2012-03-01,36.6086,47.46,26.86,7.51,8.71,15.25,14.64
2012-02-29,36.6263,47.57,26.88,7.35,8.55,15.15,14.52
2012-02-28,36.3781,47.23,27.24,7.52,8.88,15.33,14.69
2012-02-27,36.9366,46.93,26.89,7.47,8.56,15.47,14.39
2012-02-24,37.1715,46.98,26.7,7.46,7.95,15.79,14.37
2012-02-23,37.3,46.95,26.66,7.29,7.82,15.91,14.14
2012-02-22,36.9366,46.57,26.73,7.14,8.04,15.82,14.48
2012-02-21,36.9011,46.92,27.16,7.28,8.21,15.925,14.38
2012-02-17,36.3826,46.71,27.37,7.42,8.43,15.85,14.62
2012-02-16,36.5067,45.93,26.825,7.59,8.46,16.45,14.53
2012-02-15,35.6557,45.71,26.58,7.3,8.28,16.17,14.32
2012-02-14,36.0191,46.06,26.78,7.32,8.34,16.24,14.18
2012-02-13,36.1432,45.93,26.7,7.29,7.85,16.15,14.11
2012-02-10,35.9039,45.33,26.695,7.05,7.905,15.895,13.84
2012-02-09,36.2141,45.27,26.86,7.24,8.16,16.3,14.28
2012-02-08,36.3205,45.17,26.85,7.25,8.165,16.31,14.19
2012-02-07,36.5909,45.46,26.64,7.13,7.875,15.74,14.05
2012-02-06,36.223,45.2,26.72,6.92,7.725,15.695,13.99
2012-02-03,36.2097,45.17,26.74,7.08,7.95,15.82,14.05
2012-02-02,35.8552,44.46,26.49,6.93,7.72,15.485,13.91
2012-02-01,36.223,44.47,26.55,6.9,7.7,14.93,14.19
2012-01-31,36.8568,44.39,26.42,6.71,7.595,14.77,14.08
2012-01-30,37.0695,44.77,26.74,6.74,7.56,14.8,13.98
2012-01-27,37.7166,44.87,26.73,6.82,7.43,14.91,14.11
2012-01-26,39.0108,44.95,26.75,6.77,7.55,14.71,14.23
2012-01-25,38.8468,45.26,26.9,6.73,7.86,14.85,14.16
2012-01-24,38.6695,44.96,26.895,6.53,7.95,14.94,13.93
2012-01-23,38.9709,44.88,26.71,6.52,7.865,14.61,14.01
2012-01-20,38.9664,44.51,26.38,6.42,7.76,14.22,13.97
2012-01-19,39.2146,45.41,25.63,6.22,7.88,14.35,14.26
2012-01-18,39.3299,44.88,25.39,5.97,7.65,13.98,13.83
2012-01-17,39.0108,43.74,25.04,5.73,7.16,13.52,13.46
2012-01-13,39.3609,43.51,25.14,5.66,7.23,13.73,13.75
2012-01-12,38.8468,43.39,25.75,5.82,7.27,14.1,13.83
2012-01-11,39.1615,43.46,25.8,5.81,7.22,14.19,13.66
2012-01-10,39.0728,43.53,25.59,5.71,7.25,14.48,13.77
2012-01-09,38.4523,43.23,25.465,5.59,7.29,14.54,13.38
2012-01-06,38.6518,43.2,25.25,5.43,7.2,14.54,13.15
2012-01-05,38.7537,43.09,25.4,5.46,7.16,14.71,13.26
2012-01-04,38.7138,42.74,25.11,5.46,6.99,14.2,13.14
2012-01-03,38.7448,42.14,24.54,5.48,6.755,14.04,13.26
2011-12-30,38.4213,42.04,24.25,5.4,6.29,13.86,12.91
2011-12-29,38.4257,42.01,24.55,5.34,6.27,13.97,13.02
2011-12-28,38.0712,41.53,24.225,5.28,6.17,13.71,12.92
2011-12-27,38.4257,42.22,24.56,5.38,6.25,14.06,13.02
2011-12-23,38.3327,42.09,24.4,5.41,6.395,14.17,12.92
2011-12-22,37.9249,41.92,24.02,5.45,6.41,14.305,12.91
2011-12-21,37.9293,42.0,23.68,5.08,5.54,13.72,12.71
2011-12-20,37.4773,41.95,23.84,5.19,5.79,13.9,12.66
2011-12-19,36.582,40.2,23.095,4.86,5.445,13.155,12.32
2011-12-16,36.3693,40.42,23.23,5.13,5.68,13.51,12.76
2011-12-15,36.551,39.42,23.31,5.04,5.55,13.46,12.5
2011-12-14,35.9482,39.14,23.31,5.07,5.45,13.58,12.55
2011-12-13,36.5067,39.51,23.56,5.18,5.61,14.13,12.72
2011-12-12,36.4934,40.05,24.0,5.3,5.82,14.53,12.93
2011-12-09,37.0119,40.23,25.01,5.54,5.89,14.9,13.08
2011-12-08,35.9172,39.91,24.71,5.47,5.82,14.69,12.94
2011-12-07,36.7637,40.73,25.66,5.72,6.06,15.17,13.22
2011-12-06,36.8479,40.32,25.35,5.66,5.65,15.26,12.94
2011-12-05,37.1803,40.23,25.01,5.76,5.73,15.48,13.22
2011-12-02,36.8391,39.94,24.64,5.65,5.8,15.72,13.12
2011-12-01,36.8612,39.34,24.92,5.7,5.89,15.82,13.21
2011-11-30,36.8568,39.22,24.91,5.69,5.99,15.63,12.92
2011-11-29,35.7045,38.96,23.58,5.32,5.64,14.91,12.4
2011-11-28,35.3499,37.3,23.46,5.3,5.62,14.83,12.55
2011-11-25,34.4502,36.47,22.73,4.99,5.5,14.04,12.07
2011-11-23,34.2995,36.52,22.7,5.05,5.71,14.44,12.2
2011-11-22,34.9289,37.1,23.24,5.3,6.1,15.08,12.56
2011-11-21,34.8402,37.06,23.57,5.42,6.09,14.63,12.56
2011-11-18,35.3056,37.88,24.29,5.47,6.29,13.93,12.66
2011-11-17,35.248000000000005,37.62,24.34,5.44,6.33,14.06,12.71
2011-11-16,35.2169,37.84,24.94,5.68,6.74,14.58,12.74
2011-11-15,35.2613,38.07,25.34,5.76,5.46,14.88,13.08
2011-11-14,34.6629,38.25,24.63,5.79,5.35,14.69,12.98
2011-11-11,34.8845,38.06,24.85,5.95,5.43,14.98,12.95
2011-11-10,34.1976,37.2,24.06,5.66,5.18,14.47,12.66
2011-11-09,33.4264,37.16,23.84,5.38,5.35,14.32,12.48
2011-11-08,34.5521,37.94,24.75,5.75,5.91,15.08,12.93
2011-11-07,34.3571,37.34,24.28,5.68,5.85,14.74,13.0
2011-11-04,34.3616,36.39,23.74,5.67,5.89,14.82,12.98
2011-11-03,34.1355,36.45,24.2,5.73,5.84,14.65,12.9
2011-11-02,33.5283,35.99,23.85,5.46,5.43,13.815,12.72
2011-11-01,32.6907,35.54,23.9,5.3,5.29,14.06,12.45
2011-10-31,33.7056,35.8,24.54,5.83,5.59,14.8,12.62
2011-10-28,33.9937,36.12,24.98,5.94,5.88,15.6,12.74
2011-10-27,34.0159,37.22,25.13,5.54,5.7,15.25,12.95
2011-10-26,33.0275,36.55,24.7,5.095,5.465,14.62,12.25
2011-10-25,32.7128,36.04,24.63,4.91,5.49,14.45,12.19
2011-10-24,33.125,36.7,24.59,5.06,5.66,15.02,12.48
2011-10-21,32.6464,36.86,24.03,4.72,5.46,14.48,12.18
2011-10-20,32.0569,35.73,23.61,4.54,5.59,14.41,11.81
2011-10-19,31.8486,35.4,24.24,4.73,5.53,15.17,12.11
2011-10-18,32.0214,35.95,23.4,4.83,5.77,15.48,12.21
2011-10-17,31.4763,34.65,23.28,4.67,5.435,14.94,12.01
2011-10-14,31.3168,35.05,23.5,4.92,5.7,15.72,12.3
2011-10-13,31.1084,34.41,23.39,4.97,5.52,15.46,12.17
2011-10-12,31.2104,34.72,23.12,4.93,5.2,14.61,12.16
2011-10-11,31.2769,34.71,22.99,4.86,5.2,14.62,11.86
2011-10-10,31.6048,34.66,22.88,4.84,5.16,14.78,12.02
2011-10-07,30.1024,33.92,22.29,4.73,4.95,14.15,11.8
2011-10-06,29.9074,33.38,22.03,4.85,4.96,13.89,11.83
2011-10-05,29.1716,32.83,21.85,4.83,4.95,13.36,11.82
2011-10-04,28.4581,32.47,21.22,4.72,4.52,12.9,11.74
2011-10-03,28.6043,31.59,20.62,4.53,4.33,11.81,11.31
2011-09-30,29.2692,32.87,21.335,5.08,5.04,12.51,11.43
2011-09-29,29.9916,33.79,22.21,5.31,5.87,13.09,11.81
2011-09-28,29.5883,33.6,22.31,6.15,6.115,13.42,11.77
2011-09-27,29.9428,33.88,22.54,6.49,6.46,13.84,12.02
2011-09-26,29.0254,34.0,22.24,6.4,6.58,13.82,11.56
2011-09-23,28.529,33.72,22.16,6.17,6.65,13.79,11.71
2011-09-22,28.5246,33.05,21.615,6.12,6.43,13.51,11.52
2011-09-21,29.4331,33.84,21.94,6.48,6.605,14.465,11.92
2011-09-20,30.1644,34.81,22.2,6.74,6.85,14.75,12.12
2011-09-19,30.1112,34.35,21.93,6.92,6.88,15.14,12.22
2011-09-16,30.2575,34.61,21.97,7.2,7.03,15.46,12.41
2011-09-15,30.2486,34.28,21.54,7.335,7.04,15.495,12.11
2011-09-14,29.9694,33.54,21.115,7.21,7.2,15.28,11.82
2011-09-13,29.6946,32.66,20.76,6.96,6.86,14.53,11.96
2011-09-12,29.1938,32.35,20.28,6.71,6.685,14.21,11.94
2011-09-09,29.4509,31.87,19.7,6.52,6.35,13.88,11.88
2011-09-08,30.3062,32.46,19.895,6.81,6.245,14.18,12.0
2011-09-07,30.7362,32.87,20.08,6.76,6.06,14.25,12.05
2011-09-06,29.934,32.05,19.54,6.27,5.67,13.18,11.52
2011-09-02,30.3816,32.18,19.64,6.32,5.5,12.92,11.66
2011-09-01,31.4497,32.93,19.99,6.68,5.74,13.28,11.89
2011-08-31,31.4231,33.38,20.13,6.83,5.91,13.31,11.97
2011-08-30,31.4541,33.57,20.24,6.84,5.95,13.68,11.97
2011-08-29,31.4276,33.99,20.295,6.83,6.145,13.36,12.13
2011-08-26,30.4924,34.0,19.77,6.49,5.66,13.01,11.81
2011-08-25,29.8586,33.84,19.42,6.37,5.38,12.48,11.35
2011-08-24,30.2974,34.37,19.8,6.34,5.3,13.04,11.74
2011-08-23,29.8276,33.11,19.71,6.5,5.66,13.23,11.84
2011-08-22,28.9678,32.28,19.38,6.05,5.26,11.94,11.24
2011-08-19,29.1451,31.88,19.19,5.98,5.25,11.73,10.94
2011-08-18,29.5306,32.16,19.77,5.79,5.64,11.94,11.05
2011-08-17,30.3107,33.41,20.67,6.14,6.11,12.81,11.51
2011-08-16,30.2132,33.12,20.79,6.34,6.29,12.99,11.52
2011-08-15,30.2265,31.46,20.89,6.43,6.48,13.37,11.67
2011-08-12,29.3932,30.58,20.65,6.21,6.18,12.88,11.46
2011-08-11,29.2913,30.05,20.76,6.17,6.37,13.41,11.52
2011-08-10,27.5938,28.51,19.93,5.85,5.72,12.34,11.07
2011-08-09,28.1478,30.15,20.6,6.18,6.19,12.93,11.5
2011-08-08,26.2864,28.93,20.11,5.94,5.71,11.93,10.94
2011-08-05,28.2321,30.74,20.79,6.56,6.31,12.95,11.56
2011-08-04,28.5689,31.7,20.85,6.5,6.4,13.4,11.58
2011-08-03,30.6475,32.95,21.81,7.16,6.99,14.81,12.16
2011-08-02,31.689,32.82,21.72,7.11,7.04,14.42,12.19
2011-08-01,32.243,34.25,22.24,7.22,7.41,14.57,12.53
2011-07-29,32.2608,34.93,22.33,7.34,7.37,13.83,12.36
2011-07-28,32.3406,35.15,22.55,7.42,7.42,13.83,12.31
2011-07-27,32.7261,35.625,22.53,7.51,7.43,13.855,12.56
2011-07-26,33.094,36.39,22.895,7.66,7.855,14.4,12.9
2011-07-25,33.3245,36.65,23.03,7.63,7.89,14.76,12.75
2011-07-22,33.5283,36.52,23.13,7.75,8.09,15.0,12.98
2011-07-21,33.6613,36.72,22.81,6.5,7.645,14.7,12.57
2011-07-20,33.0319,36.41,22.99,6.6,7.6,14.04,12.47
2011-07-19,33.1693,36.11,23.06,6.48,7.52,14.220999999999998,12.22
2011-07-18,32.7705,35.69,22.28,6.18,7.23,13.795,12.14
2011-07-15,32.9743,35.91,22.37,6.43,7.41,14.1,12.22
2011-07-14,32.6375,35.96,22.27,6.44,7.29,14.08,12.15
2011-07-13,32.6995,36.13,22.48,6.48,7.49,14.66,12.44
2011-07-12,32.7483,36.11,22.45,6.43,7.31,14.69,12.24
